"","pred","cumprospects","cumresp","PctProspect","PctResp"
"952",0.153514477829579,73,10,0.0448678549477566,0.108695652173913
"131",0.153000994949526,74,10,0.0454824830977259,0.108695652173913
"631",0.153000994949526,75,10,0.0460971112476951,0.108695652173913
"868",0.153000994949526,76,10,0.0467117393976644,0.108695652173913
"1026",0.153000994949526,77,10,0.0473263675476337,0.108695652173913
"1499",0.153000994949526,78,10,0.0479409956976029,0.108695652173913
"229",0.152426636917063,79,10,0.0485556238475722,0.108695652173913
"300",0.152426636917063,80,10,0.0491702519975415,0.108695652173913
"841",0.152426636917063,81,10,0.0497848801475108,0.108695652173913
"1393",0.151845434220237,82,10,0.05039950829748,0.108695652173913
"398",0.151052404915631,83,10,0.0510141364474493,0.108695652173913
"1274",0.150352504648161,84,10,0.0516287645974186,0.108695652173913
"633",0.148952700518719,85,10,0.0522433927473878,0.108695652173913
"319",0.147463223070298,86,11,0.0528580208973571,0.119565217391304
"1022",0.14655112315829,87,11,0.0534726490473264,0.119565217391304
"726",0.14520945357657,88,11,0.0540872771972956,0.119565217391304
"335",0.144210332509953,89,12,0.0547019053472649,0.130434782608696
"1369",0.144210332509953,90,12,0.0553165334972342,0.130434782608696
"1533",0.144210332509953,91,12,0.0559311616472034,0.130434782608696
"1561",0.144210332509953,92,12,0.0565457897971727,0.130434782608696
"1452",0.143694141359382,93,12,0.057160417947142,0.130434782608696
"172",0.139566327439743,94,12,0.0577750460971112,0.130434782608696
"1385",0.139527510836555,95,12,0.0583896742470805,0.130434782608696
"656",0.138816804112703,96,12,0.0590043023970498,0.130434782608696
"955",0.137065843945789,97,12,0.0596189305470191,0.130434782608696
"597",0.136859761777492,98,12,0.0602335586969883,0.130434782608696
"947",0.136859761777492,99,12,0.0608481868469576,0.130434782608696
"1192",0.136859761777492,100,13,0.0614628149969269,0.141304347826087
"1294",0.133591448121929,101,13,0.0620774431468961,0.141304347826087
"207",0.13311810464881,102,13,0.0626920712968654,0.141304347826087
"466",0.133098841396495,103,13,0.0633066994468347,0.141304347826087
"138",0.131210128961705,104,13,0.0639213275968039,0.141304347826087
"1595",0.131210128961705,105,13,0.0645359557467732,0.141304347826087
"1174",0.129442368429161,106,13,0.0651505838967425,0.141304347826087
"302",0.128110513949593,107,13,0.0657652120467117,0.141304347826087
"596",0.128110513949593,108,14,0.066379840196681,0.152173913043478
"1519",0.128110513949593,109,14,0.0669944683466503,0.152173913043478
"1575",0.128110513949593,110,14,0.0676090964966195,0.152173913043478
"372",0.126948387365319,111,14,0.0682237246465888,0.152173913043478
"916",0.126948387365319,112,15,0.0688383527965581,0.16304347826087
"130",0.12648485198273,113,16,0.0694529809465274,0.173913043478261
"798",0.12648485198273,114,16,0.0700676090964966,0.173913043478261
"808",0.12648485198273,115,16,0.0706822372464659,0.173913043478261
"1046",0.12648485198273,116,16,0.0712968653964352,0.173913043478261
"238",0.12599522711673,117,16,0.0719114935464044,0.173913043478261
"703",0.12599522711673,118,16,0.0725261216963737,0.173913043478261
"905",0.12599522711673,119,16,0.073140749846343,0.173913043478261
"1429",0.12599522711673,120,16,0.0737553779963122,0.173913043478261
"1346",0.12544819685957,121,16,0.0743700061462815,0.173913043478261
"269",0.123935086974472,122,16,0.0749846342962508,0.173913043478261
"387",0.123935086974472,123,16,0.07559926244622,0.173913043478261
"626",0.123592408951832,124,16,0.0762138905961893,0.173913043478261
"727",0.123480998088286,125,16,0.0768285187461586,0.173913043478261
"506",0.123436820217415,126,16,0.0774431468961278,0.173913043478261
"230",0.122276443003707,127,16,0.0780577750460971,0.173913043478261
"934",0.122276443003707,128,16,0.0786724031960664,0.173913043478261
"1398",0.122276443003707,129,16,0.0792870313460357,0.173913043478261
"1441",0.122276443003707,130,16,0.0799016594960049,0.173913043478261
"1608",0.122276443003707,131,16,0.0805162876459742,0.173913043478261
"240",0.122090681037936,132,16,0.0811309157959434,0.173913043478261
"1104",0.122090681037936,133,16,0.0817455439459127,0.173913043478261
"1562",0.122090681037936,134,16,0.082360172095882,0.173913043478261
"1150",0.12156609249185,135,17,0.0829748002458513,0.184782608695652
"1446",0.121412701270696,136,17,0.0835894283958205,0.184782608695652
"1138",0.1194357888177,137,17,0.0842040565457898,0.184782608695652
"153",0.118779450053928,138,17,0.0848186846957591,0.184782608695652
"1278",0.11830794718885,139,17,0.0854333128457283,0.184782608695652
"1121",0.117223662261644,140,17,0.0860479409956976,0.184782608695652
"278",0.11611395539259,141,17,0.0866625691456669,0.184782608695652
"334",0.11611395539259,142,17,0.0872771972956361,0.184782608695652
"876",0.11611395539259,143,17,0.0878918254456054,0.184782608695652
"1507",0.11611395539259,144,17,0.0885064535955747,0.184782608695652
"953",0.115294659772587,145,17,0.089121081745544,0.184782608695652
"827",0.114793723850458,146,17,0.0897357098955132,0.184782608695652
"2",0.114650655221422,147,17,0.0903503380454825,0.184782608695652
"38",0.114650655221422,148,17,0.0909649661954517,0.184782608695652
"115",0.114650655221422,149,17,0.091579594345421,0.184782608695652
"123",0.114650655221422,150,17,0.0921942224953903,0.184782608695652
"286",0.114650655221422,151,17,0.0928088506453596,0.184782608695652
"623",0.114650655221422,152,17,0.0934234787953288,0.184782608695652
"672",0.114650655221422,153,17,0.0940381069452981,0.184782608695652
"897",0.114650655221422,154,17,0.0946527350952674,0.184782608695652
"1466",0.114650655221422,155,17,0.0952673632452366,0.184782608695652
"1473",0.114650655221422,156,17,0.0958819913952059,0.184782608695652
"365",0.114417531455966,157,17,0.0964966195451752,0.184782608695652
"1416",0.113987182805926,158,17,0.0971112476951444,0.184782608695652
"1624",0.113952551784685,159,17,0.0977258758451137,0.184782608695652
"635",0.113180997969008,160,17,0.098340503995083,0.184782608695652
"651",0.113180997969008,161,17,0.0989551321450522,0.184782608695652
"447",0.112831834175827,162,17,0.0995697602950215,0.184782608695652
"677",0.112831834175827,163,17,0.100184388444991,0.184782608695652
"1035",0.112728875629131,164,17,0.10079901659496,0.184782608695652
"849",0.112104701321806,165,17,0.101413644744929,0.184782608695652
"855",0.112104701321806,166,17,0.102028272894899,0.184782608695652
"281",0.111210377382672,167,17,0.102642901044868,0.184782608695652
"155",0.111069271930563,168,17,0.103257529194837,0.184782608695652
"358",0.111069271930563,169,17,0.103872157344806,0.184782608695652
"630",0.111069271930563,170,17,0.104486785494776,0.184782608695652
"1572",0.111069271930563,171,18,0.105101413644745,0.195652173913043
"472",0.110111349596593,172,18,0.105716041794714,0.195652173913043
"1001",0.110111349596593,173,18,0.106330669944683,0.195652173913043
"1123",0.110111349596593,174,18,0.106945298094653,0.195652173913043
"1436",0.110111349596593,175,18,0.107559926244622,0.195652173913043
"1540",0.110111349596593,176,18,0.108174554394591,0.195652173913043
"134",0.110010565653849,177,18,0.108789182544561,0.195652173913043
"609",0.109431087644663,178,18,0.10940381069453,0.195652173913043
"791",0.109431087644663,179,18,0.110018438844499,0.195652173913043
"826",0.109431087644663,180,18,0.110633066994468,0.195652173913043
"86",0.108984058639725,181,18,0.111247695144438,0.195652173913043
"549",0.108984058639725,182,18,0.111862323294407,0.195652173913043
"740",0.108984058639725,183,18,0.112476951444376,0.195652173913043
"1312",0.108508006935716,184,18,0.113091579594345,0.195652173913043
"1523",0.108408511740615,185,18,0.113706207744315,0.195652173913043
"163",0.107973947269743,186,18,0.114320835894284,0.195652173913043
"306",0.107973947269743,187,18,0.114935464044253,0.195652173913043
"678",0.107973947269743,188,18,0.115550092194222,0.195652173913043
"197",0.107950792722924,189,18,0.116164720344192,0.195652173913043
"271",0.107950792722924,190,18,0.116779348494161,0.195652173913043
"747",0.107950792722924,191,18,0.11739397664413,0.195652173913043
"867",0.107950792722924,192,18,0.1180086047941,0.195652173913043
"1493",0.107950792722924,193,18,0.118623232944069,0.195652173913043
"1234",0.107205120965096,194,18,0.119237861094038,0.195652173913043
"823",0.106578767705956,195,18,0.119852489244007,0.195652173913043
"851",0.106578767705956,196,18,0.120467117393977,0.195652173913043
"1196",0.106578767705956,197,18,0.121081745543946,0.195652173913043
"1256",0.106578767705956,198,18,0.121696373693915,0.195652173913043
"1457",0.106578767705956,199,18,0.122311001843884,0.195652173913043
"25",0.10635310062017,200,18,0.122925629993854,0.195652173913043
"1098",0.10635310062017,201,18,0.123540258143823,0.195652173913043
"542",0.105334818677207,202,18,0.124154886293792,0.195652173913043
"285",0.104776277287207,203,18,0.124769514443762,0.195652173913043
"48",0.104190965381298,204,18,0.125384142593731,0.195652173913043
"321",0.104190965381298,205,18,0.1259987707437,0.195652173913043
"825",0.104152868853455,206,18,0.126613398893669,0.195652173913043
"1131",0.103586978909677,207,18,0.127228027043639,0.195652173913043
"100",0.102322112855886,208,18,0.127842655193608,0.195652173913043
"1060",0.102248930774142,209,18,0.128457283343577,0.195652173913043
"1610",0.102248930774142,210,18,0.129071911493546,0.195652173913043
"528",0.1021901787804,211,18,0.129686539643516,0.195652173913043
"151",0.101243612283559,212,18,0.130301167793485,0.195652173913043
"847",0.101243612283559,213,18,0.130915795943454,0.195652173913043
"1376",0.101243612283559,214,18,0.131530424093423,0.195652173913043
"256",0.100834520692588,215,18,0.132145052243393,0.195652173913043
"355",0.100834520692588,216,18,0.132759680393362,0.195652173913043
"419",0.100834520692588,217,18,0.133374308543331,0.195652173913043
"514",0.100834520692588,218,18,0.133988936693301,0.195652173913043
"531",0.100834520692588,219,18,0.13460356484327,0.195652173913043
"700",0.100834520692588,220,18,0.135218192993239,0.195652173913043
"1077",0.100834520692588,221,18,0.135832821143208,0.195652173913043
"1226",0.100834520692588,222,18,0.136447449293178,0.195652173913043
"1496",0.100834520692588,223,18,0.137062077443147,0.195652173913043
"1579",0.100834520692588,224,18,0.137676705593116,0.195652173913043
"539",0.100511429575987,225,18,0.138291333743085,0.195652173913043
"251",0.0996476146685627,226,18,0.138905961893055,0.195652173913043
"1039",0.0985957205689806,227,18,0.139520590043024,0.195652173913043
"1432",0.0979985640320085,228,18,0.140135218192993,0.195652173913043
"1097",0.0974673969373177,229,18,0.140749846342963,0.195652173913043
"190",0.0973231669394079,230,18,0.141364474492932,0.195652173913043
"354",0.0973231669394079,231,18,0.141979102642901,0.195652173913043
"1133",0.0973231669394079,232,18,0.14259373079287,0.195652173913043
"1292",0.0973231669394079,233,18,0.14320835894284,0.195652173913043
"1472",0.0973231669394079,234,18,0.143822987092809,0.195652173913043
"741",0.09673931175074,235,18,0.144437615242778,0.195652173913043
"126",0.0964078873059392,236,18,0.145052243392747,0.195652173913043
"157",0.095822573021725,237,19,0.145666871542717,0.206521739130435
"789",0.095822573021725,238,19,0.146281499692686,0.206521739130435
"1430",0.095822573021725,239,19,0.146896127842655,0.206521739130435
"1589",0.095822573021725,240,19,0.147510755992624,0.206521739130435
"96",0.0958024769433511,241,19,0.148125384142594,0.206521739130435
"161",0.0956525511353723,242,19,0.148740012292563,0.206521739130435
"839",0.0956525511353723,243,19,0.149354640442532,0.206521739130435
"160",0.0951406186587783,244,19,0.149969268592502,0.206521739130435
"1313",0.0949365968711228,245,19,0.150583896742471,0.206521739130435
"1088",0.0948737616346386,246,19,0.15119852489244,0.206521739130435
"165",0.0944401252476481,247,19,0.151813153042409,0.206521739130435
"1354",0.0939806364345397,248,19,0.152427781192379,0.206521739130435
"450",0.0934493369215269,249,19,0.153042409342348,0.206521739130435
"224",0.0932164650575363,250,19,0.153657037492317,0.206521739130435
"1034",0.0932164650575363,251,19,0.154271665642286,0.206521739130435
"1182",0.0932164650575363,252,19,0.154886293792256,0.206521739130435
"95",0.092602546800329,253,20,0.155500921942225,0.217391304347826
"181",0.092602546800329,254,20,0.156115550092194,0.217391304347826
"183",0.092602546800329,255,20,0.156730178242163,0.217391304347826
"430",0.092602546800329,256,20,0.157344806392133,0.217391304347826
"620",0.092602546800329,257,20,0.157959434542102,0.217391304347826
"1603",0.092602546800329,258,20,0.158574062692071,0.217391304347826
"346",0.0922247880387765,259,20,0.159188690842041,0.217391304347826
"32",0.0918337432678348,260,20,0.15980331899201,0.217391304347826
"580",0.0917286356173256,261,20,0.160417947141979,0.217391304347826
"1145",0.0917286356173256,262,20,0.161032575291948,0.217391304347826
"145",0.0913272520306019,263,20,0.161647203441918,0.217391304347826
"738",0.0913272520306019,264,20,0.162261831591887,0.217391304347826
"1187",0.0913272520306019,265,20,0.162876459741856,0.217391304347826
"1291",0.0913272520306019,266,20,0.163491087891825,0.217391304347826
"248",0.0913133575276136,267,20,0.164105716041795,0.217391304347826
"198",0.0912087856632949,268,20,0.164720344191764,0.217391304347826
"1503",0.0912087856632949,269,20,0.165334972341733,0.217391304347826
"698",0.0909663601084354,270,20,0.165949600491703,0.217391304347826
"834",0.0909663601084354,271,20,0.166564228641672,0.217391304347826
"377",0.0901374951766747,272,21,0.167178856791641,0.228260869565217
"1156",0.0898339252190621,273,21,0.16779348494161,0.228260869565217
"1071",0.0896780227142519,274,21,0.16840811309158,0.228260869565217
"91",0.0892921545692808,275,21,0.169022741241549,0.228260869565217
"92",0.0892921545692808,276,21,0.169637369391518,0.228260869565217
"113",0.0892921545692808,277,21,0.170251997541487,0.228260869565217
"143",0.0892921545692808,278,21,0.170866625691457,0.228260869565217
"431",0.0892921545692808,279,21,0.171481253841426,0.228260869565217
"459",0.0892921545692808,280,21,0.172095881991395,0.228260869565217
"780",0.0892921545692808,281,21,0.172710510141364,0.228260869565217
"802",0.0892921545692808,282,21,0.173325138291334,0.228260869565217
"1023",0.0892921545692808,283,21,0.173939766441303,0.228260869565217
"1125",0.0892921545692808,284,21,0.174554394591272,0.228260869565217
"1201",0.0892921545692808,285,21,0.175169022741242,0.228260869565217
"1314",0.0892921545692808,286,21,0.175783650891211,0.228260869565217
"1407",0.0892921545692808,287,21,0.17639827904118,0.228260869565217
"1417",0.0892921545692808,288,21,0.177012907191149,0.228260869565217
"129",0.0886754707677702,289,21,0.177627535341119,0.228260869565217
"1404",0.0886754707677702,290,21,0.178242163491088,0.228260869565217
"1420",0.0886754707677702,291,21,0.178856791641057,0.228260869565217
"574",0.0881972378821122,292,21,0.179471419791026,0.228260869565217
"1167",0.0881972378821122,293,21,0.180086047940996,0.228260869565217
"417",0.0881145256597575,294,21,0.180700676090965,0.228260869565217
"749",0.0881145256597575,295,21,0.181315304240934,0.228260869565217
"1189",0.0881145256597575,296,21,0.181929932390903,0.228260869565217
"880",0.0880885539786266,297,21,0.182544560540873,0.228260869565217
"191",0.0880557664118133,298,21,0.183159188690842,0.228260869565217
"586",0.0880557664118133,299,21,0.183773816840811,0.228260869565217
"1115",0.0880557664118133,300,21,0.184388444990781,0.228260869565217
"1609",0.0880557664118133,301,21,0.18500307314075,0.228260869565217
"1213",0.0879427109571673,302,21,0.185617701290719,0.228260869565217
"469",0.0874096811338542,303,22,0.186232329440688,0.239130434782609
"49",0.0872531460952181,304,22,0.186846957590658,0.239130434782609
"312",0.0872531460952181,305,22,0.187461585740627,0.239130434782609
"492",0.0872531460952181,306,22,0.188076213890596,0.239130434782609
"511",0.0872531460952181,307,22,0.188690842040565,0.239130434782609
"552",0.0872531460952181,308,22,0.189305470190535,0.239130434782609
"898",0.0872531460952181,309,22,0.189920098340504,0.239130434782609
"972",0.0872531460952181,310,22,0.190534726490473,0.239130434782609
"1110",0.0872531460952181,311,22,0.191149354640443,0.239130434782609
"1348",0.0870828506002034,312,22,0.191763982790412,0.239130434782609
"1396",0.0870828506002034,313,22,0.192378610940381,0.239130434782609
"893",0.0868951196927508,314,22,0.19299323909035,0.239130434782609
"168",0.0867562372055579,315,22,0.19360786724032,0.239130434782609
"262",0.0867562372055579,316,22,0.194222495390289,0.239130434782609
"1583",0.0867079210126322,317,22,0.194837123540258,0.239130434782609
"43",0.086605167651718,318,22,0.195451751690227,0.239130434782609
"170",0.086605167651718,319,22,0.196066379840197,0.239130434782609
"452",0.086605167651718,320,22,0.196681007990166,0.239130434782609
"454",0.0864183690400765,321,22,0.197295636140135,0.239130434782609
"1394",0.0863993892702078,322,22,0.197910264290104,0.239130434782609
"645",0.0860131309695664,323,22,0.198524892440074,0.239130434782609
"1344",0.0860131309695664,324,22,0.199139520590043,0.239130434782609
"97",0.0859504964424685,325,22,0.199754148740012,0.239130434782609
"555",0.0859504964424685,326,22,0.200368776889982,0.239130434782609
"215",0.0859322739852604,327,22,0.200983405039951,0.239130434782609
"404",0.0859322739852604,328,22,0.20159803318992,0.239130434782609
"344",0.0858820006096727,329,22,0.202212661339889,0.239130434782609
"146",0.0852432538845672,330,22,0.202827289489859,0.239130434782609
"624",0.0852432538845672,331,22,0.203441917639828,0.239130434782609
"15",0.0849244271111053,332,22,0.204056545789797,0.239130434782609
"1044",0.0849244271111053,333,22,0.204671173939766,0.239130434782609
"226",0.0842556900297461,334,22,0.205285802089736,0.239130434782609
"830",0.0842556900297461,335,22,0.205900430239705,0.239130434782609
"1267",0.0838781355005848,336,22,0.206515058389674,0.239130434782609
"1074",0.0838239247611548,337,23,0.207129686539644,0.25
"491",0.0831256301082239,338,23,0.207744314689613,0.25
"1316",0.0831256301082239,339,23,0.208358942839582,0.25
"174",0.082976069472119,340,23,0.208973570989551,0.25
"1367",0.082976069472119,341,23,0.209588199139521,0.25
"1161",0.0826585136074324,342,23,0.21020282728949,0.25
"110",0.0826340043520595,343,23,0.210817455439459,0.25
"949",0.0826340043520595,344,23,0.211432083589428,0.25
"1319",0.0826340043520595,345,23,0.212046711739398,0.25
"1586",0.0825609244581844,346,23,0.212661339889367,0.25
"213",0.0823638889029417,347,23,0.213275968039336,0.25
"1605",0.0823638889029417,348,23,0.213890596189305,0.25
"526",0.0821847773192701,349,23,0.214505224339275,0.25
"1202",0.0821847773192701,350,23,0.215119852489244,0.25
"1471",0.0821847773192701,351,23,0.215734480639213,0.25
"1516",0.0821847773192701,352,23,0.216349108789183,0.25
"1474",0.0807747754122536,353,24,0.216963736939152,0.260869565217391
"216",0.0802813670035186,354,24,0.217578365089121,0.260869565217391
"762",0.0802123585834791,355,24,0.21819299323909,0.260869565217391
"1593",0.0802123585834791,356,24,0.21880762138906,0.260869565217391
"268",0.0796765592936473,357,24,0.219422249539029,0.260869565217391
"12",0.0795434286818477,358,24,0.220036877688998,0.260869565217391
"1211",0.079369920067742,359,24,0.220651505838967,0.260869565217391
"1481",0.079369920067742,360,24,0.221266133988937,0.260869565217391
"1002",0.0790568950011485,361,25,0.221880762138906,0.271739130434783
"1091",0.0790568950011485,362,25,0.222495390288875,0.271739130434783
"746",0.0790057260453951,363,25,0.223110018438845,0.271739130434783
"891",0.0790057260453951,364,25,0.223724646588814,0.271739130434783
"926",0.0790057260453951,365,25,0.224339274738783,0.271739130434783
"992",0.0790057260453951,366,25,0.224953902888752,0.271739130434783
"176",0.078914024816188,367,25,0.225568531038722,0.271739130434783
"1512",0.0785872702258565,368,26,0.226183159188691,0.282608695652174
"234",0.0785866578978047,369,26,0.22679778733866,0.282608695652174
"701",0.0785866578978047,370,26,0.227412415488629,0.282608695652174
"1431",0.0785866578978047,371,26,0.228027043638599,0.282608695652174
"1536",0.0785866578978047,372,27,0.228641671788568,0.293478260869565
"1623",0.0785866578978047,373,27,0.229256299938537,0.293478260869565
"233",0.0784035699726145,374,27,0.229870928088506,0.293478260869565
"1464",0.0784035699726145,375,27,0.230485556238476,0.293478260869565
"1508",0.0781348798139033,376,27,0.231100184388445,0.293478260869565
"502",0.0780093920868739,377,27,0.231714812538414,0.293478260869565
"304",0.0776290401027663,378,27,0.232329440688384,0.293478260869565
"730",0.0769404077747719,379,27,0.232944068838353,0.293478260869565
"895",0.0769404077747719,380,27,0.233558696988322,0.293478260869565
"1246",0.0769404077747719,381,27,0.234173325138291,0.293478260869565
"108",0.0768002298718092,382,28,0.234787953288261,0.304347826086957
"779",0.0768002298718092,383,28,0.23540258143823,0.304347826086957
"1153",0.0766211454262726,384,28,0.236017209588199,0.304347826086957
"449",0.0763854126611025,385,28,0.236631837738168,0.304347826086957
"217",0.0763690486757701,386,28,0.237246465888138,0.304347826086957
"783",0.0763690486757701,387,29,0.237861094038107,0.315217391304348
"1349",0.0763690486757701,388,29,0.238475722188076,0.315217391304348
"1031",0.0762018911159244,389,29,0.239090350338045,0.315217391304348
"686",0.0759017101689134,390,29,0.239704978488015,0.315217391304348
"1495",0.0759017101689134,391,29,0.240319606637984,0.315217391304348
"1559",0.0759017101689134,392,29,0.240934234787953,0.315217391304348
"583",0.0756129683510266,393,29,0.241548862937923,0.315217391304348
"1440",0.0752987648494412,394,29,0.242163491087892,0.315217391304348
"368",0.0751221248679805,395,29,0.242778119237861,0.315217391304348
"647",0.075050665328061,396,29,0.24339274738783,0.315217391304348
"1266",0.075050665328061,397,29,0.2440073755378,0.315217391304348
"883",0.0747225697775478,398,30,0.244622003687769,0.326086956521739
"399",0.0747219851200844,399,31,0.245236631837738,0.33695652173913
"951",0.0747002220100261,400,31,0.245851259987707,0.33695652173913
"969",0.0747002220100261,401,31,0.246465888137677,0.33695652173913
"1040",0.0747002220100261,402,31,0.247080516287646,0.33695652173913
"1239",0.0747002220100261,403,31,0.247695144437615,0.33695652173913
"1285",0.0747002220100261,404,31,0.248309772587585,0.33695652173913
"1444",0.0747002220100261,405,31,0.248924400737554,0.33695652173913
"1530",0.0747002220100261,406,31,0.249539028887523,0.33695652173913
"7",0.0744539358198584,407,31,0.250153657037492,0.33695652173913
"393",0.0744539358198584,408,31,0.250768285187462,0.33695652173913
"407",0.0742906329217814,409,31,0.251382913337431,0.33695652173913
"477",0.0742906329217814,410,31,0.2519975414874,0.33695652173913
"1616",0.0742906329217814,411,31,0.252612169637369,0.33695652173913
"598",0.0741435817808637,412,31,0.253226797787339,0.33695652173913
"266",0.0735540672262691,413,31,0.253841425937308,0.33695652173913
"771",0.0735534909848159,414,31,0.254456054087277,0.33695652173913
"205",0.0734297750378087,415,31,0.255070682237246,0.33695652173913
"775",0.0734297750378087,416,31,0.255685310387216,0.33695652173913
"902",0.0734297750378087,417,31,0.256299938537185,0.33695652173913
"1566",0.0734297750378087,418,31,0.256914566687154,0.33695652173913
"214",0.0731502657992039,419,31,0.257529194837124,0.33695652173913
"1281",0.0731502657992039,420,31,0.258143822987093,0.33695652173913
"373",0.072845489410104,421,31,0.258758451137062,0.33695652173913
"964",0.072845489410104,422,31,0.259373079287031,0.33695652173913
"1181",0.072845489410104,423,31,0.259987707437001,0.33695652173913
"356",0.0724927079786975,424,31,0.26060233558697,0.33695652173913
"440",0.0724927079786975,425,31,0.261216963736939,0.33695652173913
"668",0.0724927079786975,426,31,0.261831591886908,0.33695652173913
"243",0.072423553797573,427,31,0.262446220036878,0.33695652173913
"292",0.072423553797573,428,31,0.263060848186847,0.33695652173913
"325",0.072423553797573,429,31,0.263675476336816,0.33695652173913
"1515",0.072423553797573,430,31,0.264290104486785,0.33695652173913
"121",0.0722804768393438,431,31,0.264904732636755,0.33695652173913
"505",0.0722804768393438,432,31,0.265519360786724,0.33695652173913
"720",0.0722804768393438,433,31,0.266133988936693,0.33695652173913
"1584",0.0722804768393438,434,31,0.266748617086663,0.33695652173913
"1591",0.0722804768393438,435,31,0.267363245236632,0.33695652173913
